2,46,560,476,0,0,0
4,10,552,577,0,0,0
4,27,456,563,0,0,0
6,35,434,586,0,0,0
2,26,873,655,1,0,1
4,4,430,885,0,0,0
2,40,834,678,0,0,0
5,21,894,683,0,0,0
4,35,817,665,0,0,0
4,45,825,726,1,0,4
0,20,526,743,0,0,0
5,25,578,457,0,0,0
5,31,345,563,0,0,0
2,18,610,483,1,0,1
4,28,537,598,1,0,1
4,20,269,573,0,0,0
3,24,533,599,0,0,0
5,30,875,640,0,0,0
5,45,493,622,0,0,0
3,32,576,451,0,0,0
2,24,507,529,0,0,0
2,44,478,629,0,0,0
5,30,396,589,0,0,0
4,16,112,121,1,0,1
5,35,910,695,0,0,0
3,26,661,604,1,0,1
1,17,340,567,0,0,0
4,32,841,672,0,0,0
6,32,650,514,1,0,1
3,41,932,736,1,0,1
2,46,540,869,0,0,0
0,22,451,804,0,0,0
1,28,466,726,1,0,1
0,23,571,462,0,0,0
1,2,319,321,0,0,0
1,15,542,674,0,0,0
1,3,615,680,0,0,0
1,18,765,704,0,0,0
5,30,697,558,0,0,0
6,2,922,732,0,0,0
0,23,427,787,0,0,0
4,37,825,645,0,0,0
3,36,614,673,0,0,0
0,35,584,479,0,0,0
0,35,584,479,0,0,0
4,33,638,469,0,0,0
4,33,862,624,1,0,1
5,44,623,756,1,0,1
1,23,558,458,1,0,1
0,9,873,621,0,0,0
6,20,558,541,0,0,0
2,38,310,311,0,0,0
2,38,646,608,0,0,0
2,38,598,754,1,0,2
2,26,600,676,0,0,0
2,14,353,513,1,0,1
1,3,911,693,1,0,1
5,7,547,707,1,0,2
0,43,753,555,1,0,1
6,44,808,579,0,0,0
2,25,824,707,0,0,0
2,18,851,726,0,0,0
4,31,535,504,0,0,0
1,37,471,600,1,0,1
3,22,633,683,0,0,0
3,46,658,635,1,0,1
6,29,597,845,0,0,0
6,37,488,715,1,0,1
6,44,444,682,0,0,0
6,47,575,480,0,0,0
5,26,654,520,0,0,0
5,45,448,496,1,0,1
4,1,674,497,0,0,0
4,36,465,756,1,0,2
4,41,624,481,0,0,0
4,14,900,637,0,0,0
4,17,498,553,0,0,0
